run_id,game,steering,scope,layer,episode,gbs_converged,gbs_converged_round,max_guess,max_reward,mean_contribution,mean_guess,mean_guess_error,mean_reward,min_guess,n_steps,parse_retries_total,player_0_reward
exp_activation_all_l10,beauty_contest,activation,all,10,4,False,,25.0,1.0,,15.2,5.066666666666669,0.25,9.0,20,0,0.0
exp_activation_all_l10,beauty_contest,activation,all,10,40,False,,25.0,1.0,,15.2,5.066666666666669,0.25,9.0,20,0,0.0
exp_activation_all_l10,beauty_contest,activation,all,10,41,False,,33.0,0.25,,11.85,3.9499999999999984,0.25,4.0,20,0,0.25
exp_activation_all_l10,beauty_contest,activation,all,10,42,False,,33.0,0.25,,12.0,4.000000000000002,0.25,5.0,20,0,0.25
exp_activation_all_l10,beauty_contest,activation,all,10,43,False,,33.0,0.25,,11.85,3.9499999999999984,0.25,4.0,20,0,0.25
exp_activation_all_l10,beauty_contest,activation,all,10,44,False,,33.0,0.5,,16.15,5.383333333333335,0.25,7.0,20,0,0.0
exp_activation_all_l10,beauty_contest,activation,all,10,45,False,,33.0,0.3333333333333333,,16.55,5.516666666666665,0.25,7.0,20,0,0.3333333333333333
exp_activation_all_l10,beauty_contest,activation,all,10,46,False,,25.0,1.0,,15.2,5.066666666666669,0.25,9.0,20,0,0.0
exp_activation_all_l10,beauty_contest,activation,all,10,47,False,,33.0,0.25,,11.85,3.9499999999999984,0.25,4.0,20,0,0.25
exp_activation_all_l10,beauty_contest,activation,all,10,48,False,,33.0,1.0,,15.2,5.066666666666666,0.25,6.0,20,0,0.0
exp_activation_all_l10,beauty_contest,activation,all,10,49,False,,33.0,0.25,,12.45,4.149999999999999,0.25,4.0,20,0,0.25
exp_activation_all_l10,beauty_contest,activation,all,10,5,False,,33.0,0.5,,15.15,5.050000000000001,0.25,6.0,20,0,0.0
exp_activation_all_l10,beauty_contest,activation,all,10,6,False,,33.0,1.0,,16.8,5.6000000000000005,0.25,9.0,20,0,0.0
exp_activation_all_l10,beauty_contest,activation,all,10,7,False,,33.0,0.5,,15.8,5.266666666666667,0.25,7.0,20,0,0.5
exp_activation_all_l10,beauty_contest,activation,all,10,8,False,,20.0,0.25,,10.6,3.5333333333333337,0.25,4.0,20,0,0.25
exp_activation_all_l10,beauty_contest,activation,all,10,9,False,,33.0,0.5,,16.15,5.383333333333335,0.25,7.0,20,0,0.5
exp_activation_all_l18,beauty_contest,activation,all,18,0,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,1,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,10,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,11,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,12,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,13,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,14,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,15,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,16,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,17,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,18,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,19,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,2,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,20,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,21,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,22,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,23,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,24,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,25,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,26,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,27,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,28,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,29,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,3,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,30,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,31,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,32,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,33,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,34,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,35,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,36,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,37,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,38,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,39,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,4,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,40,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,41,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,42,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,43,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,44,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
