run_id,game,mode,players,model,gbs_converged,gbs_converged_round,mean_response_len_words
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,3,138.5
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,5,234.66666666666666
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,18,302.2368421052632
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,3,207.375
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,10,283.45454545454544
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,4,268.4
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,19,282.75
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,18,299.2631578947368
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,6,256.57142857142856
gbs_noop_2p,gbs,noop,2,Qwen3-4B,False,,298.675
gbs_noop_2p,gbs,noop,2,Qwen3-4B,False,,252.25
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,2,134.0
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,13,294.0357142857143
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,10,188.36363636363637
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,3,174.25
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,17,308.72222222222223
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,5,259.8333333333333
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,4,203.6
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,6,201.92857142857142
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,3,203.875
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,4,195.0
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,4,185.3
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,8,286.55555555555554
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,9,331.65
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,18,192.78947368421052
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,10,279.95454545454544
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,8,241.44444444444446
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,3,173.0
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,13,275.0
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,5,209.66666666666666
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,13,280.17857142857144
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,1,75.25
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,8,292.44444444444446
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,8,256.27777777777777
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,6,232.35714285714286
gbs_noop_2p,gbs,noop,2,Qwen3-4B,False,,274.55
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,3,146.75
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,1,58.25
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,2,122.33333333333333
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,7,258.625
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,6,284.2857142857143
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,6,251.42857142857142
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,3,183.25
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,1,65.5
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,14,222.4
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,8,238.94444444444446
gbs_noop_2p,gbs,noop,2,Qwen3-4B,False,,336.0
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,7,251.1875
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,17,292.69444444444446
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,2,157.0
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,8,254.94444444444446
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,9,274.55
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,7,262.625
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,6,294.14285714285717
gbs_noop_2p,gbs,noop,2,Qwen3-4B,True,5,219.16666666666666
gbs_noop_2p_20b,gbs,noop,2,gpt-oss-20b,True,10,562.8636363636364
gbs_noop_2p_20b,gbs,noop,2,gpt-oss-20b,True,4,409.4
gbs_noop_2p_20b,gbs,noop,2,gpt-oss-20b,True,1,239.0
gbs_noop_2p_20b,gbs,noop,2,gpt-oss-20b,True,10,511.5
gbs_noop_2p_20b,gbs,noop,2,gpt-oss-20b,True,3,244.625
gbs_noop_2p_20b,gbs,noop,2,gpt-oss-20b,True,2,292.0
gbs_noop_2p_20b,gbs,noop,2,gpt-oss-20b,True,2,261.6666666666667
gbs_noop_2p_20b,gbs,noop,2,gpt-oss-20b,True,2,380.8333333333333
gbs_noop_2p_20b,gbs,noop,2,gpt-oss-20b,True,6,417.07142857142856
gbs_noop_2p_20b,gbs,noop,2,gpt-oss-20b,True,7,528.6875
gbs_noop_2p_20b,gbs,noop,2,gpt-oss-20b,True,1,338.0
gbs_noop_2p_20b,gbs,noop,2,gpt-oss-20b,True,2,351.5
gbs_noop_2p_20b,gbs,noop,2,gpt-oss-20b,True,2,279.1666666666667
gbs_noop_2p_20b,gbs,noop,2,gpt-oss-20b,True,1,209.25
